2119	10.193680	BR
2435	68.337151	NR
2736	71.770340	NR
3035	72.202179	NR
3338	71.343590	NR
3638	71.942474	NR
3946	70.175400	NR
4274	65.861740	NR
4601	66.006569	NR
4930	65.717407	NR
5246	68.337181	NR
5571	66.445122	NR
5883	69.204262	NR
6208	66.518814	NR
6545	64.034134	NR
6864	67.720116	NR
7170	70.588203	NR
7473	71.343674	NR
7772	72.202057	NR
8089	68.181885	NR
8409	67.491570	NR
8730	67.264557	NR
9052	67.114159	NR
9352	71.942314	NR
9655	71.343674	NR
9955	71.942474	NR
10271	68.337112	NR
10589	67.950218	NR
10902	69.044769	NR
11215	68.965599	NR
11512	72.727203	NR
11795	76.335945	NR
12088	73.710152	NR
12386	72.463844	NR
12690	71.089897	NR
12992	71.513649	NR
13292	72.028793	NR
13590	72.463844	NR
13877	75.282227	NR
14161	76.045853	NR
14452	74.257202	NR
14760	70.093544	NR
15073	69.044922	NR
15374	71.684433	NR
15675	71.770462	NR
15968	73.710152	NR
16260	73.982658	NR
16567	70.422440	NR
16878	69.444572	NR
17211	64.864922	NR
17527	68.336960	NR
17829	71.513649	NR
18137	70.093544	NR
18437	72.028793	NR
18730	73.710152	NR
19039	69.929932	NR
19358	67.720261	NR
19679	67.264412	NR
19981	71.513969	NR
20278	72.727203	NR
20585	70.339920	NR
20885	72.028793	NR
21192	70.339920	NR
21509	68.181732	NR
21828	67.720261	NR
22127	72.202057	NR
22414	75.282227	NR
22719	70.838242	NR
23018	72.202385	NR
23318	72.028465	NR
23630	69.204407	NR
23946	68.337257	NR
24259	69.044617	NR
24552	73.710495	NR
24851	72.202057	NR
25157	70.588364	NR
25456	72.288994	NR
25765	69.929932	NR
26074	69.848564	NR
26380	70.588364	NR
26675	73.260048	NR
26965	74.441711	NR
27264	72.288994	NR
27566	71.513969	NR
27866	71.942474	NR
28178	69.283669	NR
28483	70.838242	NR
28775	73.891945	NR
29055	77.220032	NR
29335	77.120834	NR
29641	70.588364	NR
29946	70.838242	NR
30251	70.754753	NR
30565	68.807213	NR
30871	70.588364	NR
31172	71.770462	NR
31469	72.726868	NR
31783	68.807213	NR
32108	66.445190	NR
32427	67.720551	NR
32749	67.113731	NR
33057	70.093849	NR
33366	69.929932	NR
33670	71.005814	NR
33972	71.513969	NR
34300	65.861465	NR
34621	67.340157	NR
34930	69.848564	NR
35230	72.028793	NR
35532	71.513969	NR
35838	70.587730	NR
36146	70.093849	NR
36468	67.113731	NR
36795	66.079506	NR
37107	69.204407	NR
37409	71.513321	NR
37710	71.770462	NR
38018	70.093231	NR
38324	70.588364	NR
38639	68.571426	NR
38966	66.079506	NR
39275	69.929932	NR
39569	73.439293	NR
39864	73.260048	NR
40169	70.754753	NR
40472	71.343994	NR
40780	70.093231	NR
41097	68.182030	NR
41405	70.093231	NR
41697	73.983009	NR
41987	74.441711	NR
42277	74.534134	NR
42583	70.587730	NR
42893	69.686409	NR
43194	71.770462	NR
43513	67.719971	NR
43818	70.754753	NR
44105	75.282585	NR
44395	74.534134	NR
44696	71.684761	NR
45006	69.686409	NR
45314	70.175163	NR
45620	70.588364	NR
45921	71.770462	NR
46207	75.471870	NR
46490	76.334831	NR
46776	75.567596	NR
47083	70.340240	NR
47382	72.201393	NR
47674	73.983704	NR
47970	72.992149	NR
48253	76.336319	NR
48532	77.418442	NR
48817	75.758324	NR
49105	74.999718	NR
49414	69.929932	NR
49719	70.838242	NR
50016	72.727539	NR
50316	71.942474	NR
50609	73.710495	NR
50898	74.812782	NR
51201	71.258018	NR
51511	69.687027	NR
51832	67.264702	NR
52139	70.340240	NR
52439	72.028137	NR
52741	71.513321	NR
53036	73.260048	NR
53327	74.166512	NR
53632	70.838242	NR
53944	69.284279	NR
54247	71.258018	NR
54542	73.171440	NR
54832	74.533424	NR
55117	75.758324	NR
55402	75.853317	NR
55698	72.904182	NR
55997	72.288994	NR
56296	72.201393	NR
56581	75.853317	NR
56855	78.740837	NR
57138	76.336319	NR
57430	73.982315	NR
57729	72.288994	NR
58045	68.337852	NR
58367	67.038788	NR
58694	66.078949	NR
59016	67.114304	NR
59334	67.873100	NR
59651	68.181442	NR
59968	68.104683	NR
60287	67.719971	NR
60615	65.862015	NR
60933	67.950508	NR
61237	71.005814	NR
61529	73.982315	NR
61838	69.929932	NR
62152	68.807808	NR
62465	68.964691	NR
62783	67.950508	NR
63097	68.807808	NR
63404	70.340240	NR
63701	72.726196	NR
64015	68.807808	NR
64348	64.864655	NR
64675	66.006851	NR
65005	65.502159	NR
65319	68.728439	NR
65630	69.444572	NR
65930	72.028137	NR
66231	71.770462	NR
66564	64.865723	NR
66887	66.889397	NR
67202	68.571426	NR
67515	68.964691	NR
67822	70.423386	NR
68127	70.754120	NR
68433	70.588997	NR
68764	65.287903	NR
69095	65.217522	NR
69419	66.667122	NR
69731	69.283058	NR
